,MTprime,MPhi,Limit (fb)
0,1600.0,350.0,87.60503768920898
1,1600.0,125.0,7.721338868141174
2,900.0,75.0,50.39328932762146
3,1000.0,200.0,133.05596113204956
4,1000.0,75.0,22.940362989902496
5,1200.0,200.0,21.23301923274994
6,1800.0,450.0,323.3339309692383
7,1300.0,125.0,13.373498618602753
8,1300.0,250.0,19.43340003490448
9,1300.0,75.0,8.070129156112671
10,1400.0,200.0,10.949313640594482
11,1500.0,250.0,6.854451894760132
12,1700.0,75.0,5.303816795349121
13,1800.0,500.0,374.4429016113281
14,1800.0,125.0,5.940922498703003
15,1000.0,125.0,25.821760296821594
16,1800.0,75.0,4.1020432114601135
17,1100.0,200.0,40.0755375623703
18,1100.0,450.0,1586.6223335266113
19,1900.0,100.0,4.955388009548187
20,1200.0,450.0,1554.240608215332
21,1900.0,125.0,5.521788597106934
22,1900.0,125.0,5.521788597106934
23,1400.0,250.0,10.461411476135254
24,1400.0,75.0,6.742148995399475
25,1500.0,175.0,11.655138731002808
26,1700.0,350.0,50.35797595977783
27,1600.0,250.0,5.004380941390991
28,1900.0,175.0,6.957497000694275
29,1000.0,450.0,3258.1226348876953
30,1100.0,100.0,20.111533999443054
31,1100.0,175.0,34.449490904808044
32,1900.0,250.0,3.024335503578186
33,1200.0,175.0,22.572939097881317
34,1200.0,250.0,53.63132953643799
35,1200.0,75.0,10.16949936747551
36,1900.0,350.0,19.402130842208862
37,1300.0,450.0,1384.1586112976074
38,1400.0,125.0,10.277460813522339
39,1900.0,450.0,280.741024017334
40,1500.0,125.0,9.021880030632019
41,1500.0,75.0,6.263846755027771
42,1800.0,100.0,5.27536928653717
43,1500.0,200.0,9.495183825492859
44,1300.0,175.0,16.695328056812286
45,1300.0,350.0,645.7950115203857
46,1400.0,175.0,12.678152322769165
47,1400.0,350.0,401.7877960205078
48,1500.0,100.0,8.477449417114258
49,1600.0,100.0,7.164366841316223
50,1900.0,500.0,385.65452575683594
51,1900.0,75.0,4.094635248184204
52,1600.0,200.0,7.888402342796326
53,2900.0,75.0,4.999692440032959
54,1000.0,100.0,29.914620518684387
55,1000.0,500.0,5063.70964050293
56,2000.0,100.0,5.232464671134949
57,1600.0,75.0,5.267304182052612
58,2000.0,175.0,7.229451537132263
59,1700.0,100.0,6.713211536407471
60,2000.0,250.0,3.234245181083679
61,1700.0,200.0,7.977325916290283
62,2000.0,350.0,18.787778615951538
63,1700.0,250.0,4.747591912746429
64,1700.0,500.0,500.0334167480469
65,2000.0,450.0,225.47935485839844
66,2000.0,500.0,289.1267967224121
67,2400.0,125.0,3.795464038848877
68,2400.0,175.0,4.455085098743439
69,2400.0,200.0,3.989628255367279
70,2400.0,450.0,31.62144422531128
71,2800.0,100.0,4.480856657028198
72,2800.0,125.0,3.8928768038749695
73,2800.0,500.0,28.830525875091553
74,2900.0,100.0,4.496578872203827
75,2900.0,125.0,4.014431834220886
76,2900.0,175.0,4.348263442516327
77,2900.0,250.0,1.9369307160377502
78,2900.0,350.0,4.868201017379761
79,2900.0,450.0,15.597063302993774
80,2900.0,500.0,25.603227615356445
81,3000.0,100.0,4.543745815753937
82,3000.0,125.0,3.98725688457489
83,3000.0,175.0,4.473851323127747
84,3000.0,200.0,3.8883498311042786
85,3000.0,250.0,1.920677274465561
86,3000.0,350.0,4.584381878376007
87,3000.0,450.0,14.45755124092102
88,3000.0,500.0,23.415837287902832
89,3000.0,75.0,5.565695762634277
90,800.0,100.0,369.0565586090088
91,800.0,125.0,457.5951099395752
92,800.0,175.0,1818.2950973510742
93,800.0,200.0,3588.2827758789062
94,800.0,250.0,5199.178314208984
95,800.0,350.0,11889.932250976562
96,800.0,75.0,313.8501167297363
97,900.0,100.0,44.994139671325684
98,900.0,125.0,58.67897272109985
99,900.0,175.0,260.3374481201172
100,900.0,200.0,658.3392143249512
101,900.0,350.0,3031.326484680176
102,900.0,450.0,5813.230514526367
103,900.0,500.0,1714.3062591552734
