,MTprime,MPhi,Limit (fb)
0,1000.0,100.0,15.112675726413727
1,1000.0,125.0,12.89188414812088
2,1000.0,200.0,68.53786706924438
3,1000.0,450.0,1739.6108627319336
4,1000.0,500.0,2924.7753143310547
5,1000.0,75.0,11.16010695695877
6,1100.0,100.0,10.00017300248146
7,1100.0,175.0,17.814159393310547
8,1100.0,200.0,21.026897430419922
9,1100.0,450.0,786.1669540405273
10,1200.0,175.0,11.40473335981369
11,1200.0,200.0,10.91470718383789
12,1200.0,250.0,26.580476760864258
13,1200.0,450.0,822.0703125
14,1200.0,75.0,4.7664642333984375
15,1300.0,125.0,6.523942947387695
16,1300.0,175.0,8.329043537378311
17,1300.0,250.0,9.595441073179245
18,1300.0,350.0,315.9375190734863
19,1300.0,450.0,838.4293556213379
20,1300.0,75.0,3.679199144244194
21,1400.0,125.0,4.941100776195526
22,1400.0,175.0,6.329612731933594
23,1400.0,200.0,5.441246032714844
24,1400.0,250.0,5.308325290679932
25,1400.0,350.0,214.91222381591797
26,1400.0,450.0,531.2118530273438
27,1400.0,75.0,2.990301251411438
28,1500.0,100.0,3.927108645439148
29,1500.0,125.0,4.293929934501648
30,1500.0,175.0,5.64697265625
31,1500.0,200.0,4.714505076408386
32,1500.0,250.0,3.4881362318992615
33,1500.0,500.0,485.03612518310547
34,1500.0,75.0,2.7956542372703552
35,1600.0,100.0,3.2978516817092896
36,1600.0,125.0,3.602554202079773
37,1600.0,200.0,3.8140758872032166
38,1600.0,250.0,2.5645703077316284
39,1600.0,350.0,50.662808418273926
40,1600.0,450.0,328.41602325439453
41,1600.0,75.0,2.348732054233551
42,1700.0,100.0,3.1221312284469604
43,1700.0,200.0,3.785739839076996
44,1700.0,250.0,2.3763808608055115
45,1700.0,350.0,24.242055416107178
46,1700.0,500.0,301.3741874694824
47,1700.0,75.0,2.3297119140625
48,1800.0,100.0,2.4191132187843323
49,1800.0,125.0,2.786109447479248
50,1800.0,450.0,182.78905868530273
51,1800.0,500.0,213.71191024780273
52,1800.0,75.0,1.7229849100112915
53,1900.0,100.0,2.2185057401657104
54,1900.0,125.0,2.6018142700195312
55,1900.0,175.0,3.2962045073509216
56,1900.0,250.0,1.524519920349121
57,1900.0,350.0,9.70624566078186
58,1900.0,450.0,164.74609375
59,1900.0,500.0,229.39453125
60,1900.0,75.0,1.6697846353054047
61,2000.0,100.0,2.313796430826187
62,2000.0,175.0,3.4485045075416565
63,2000.0,250.0,1.5796394646167755
64,2000.0,350.0,8.081731796264648
65,2000.0,450.0,135.20268440246582
66,2000.0,500.0,176.27931594848633
67,2400.0,125.0,1.701926589012146
68,2400.0,175.0,2.213619202375412
69,2400.0,200.0,1.9823455810546875
70,2400.0,450.0,28.309614658355713
71,2800.0,100.0,1.4687919616699219
72,2800.0,125.0,1.693817377090454
73,2800.0,500.0,26.137704849243164
74,2900.0,100.0,1.4641140401363373
75,2900.0,125.0,1.7032241821289062
76,2900.0,175.0,2.133035659790039
77,2900.0,250.0,0.9412078559398651
78,2900.0,350.0,2.1630115807056427
79,2900.0,450.0,14.112725257873535
80,2900.0,500.0,23.18511962890625
81,2900.0,75.0,1.4684715867042542
82,3000.0,100.0,1.473679542541504
83,3000.0,125.0,1.6928385198116302
84,3000.0,175.0,2.1802902221679688
85,3000.0,200.0,1.9008289277553558
86,3000.0,250.0,0.9412078559398651
87,3000.0,350.0,2.002401351928711
88,3000.0,450.0,13.084266185760498
89,3000.0,500.0,21.233344078063965
90,3000.0,75.0,1.5549945831298828
91,800.0,100.0,180.67795038223267
92,800.0,125.0,226.28166675567627
93,800.0,175.0,965.2793884277344
94,800.0,200.0,1724.8424530029297
95,800.0,250.0,2986.4721298217773
96,800.0,350.0,7270.264434814453
97,800.0,450.0,5253.061676025391
98,800.0,500.0,5907.985687255859
99,800.0,75.0,152.30636596679688
100,900.0,100.0,22.435227036476135
101,900.0,125.0,29.20505404472351
102,900.0,175.0,136.18263006210327
103,900.0,200.0,324.6508598327637
104,900.0,350.0,1673.8964080810547
105,900.0,450.0,3133.9820861816406
106,900.0,500.0,5219.295883178711
107,900.0,75.0,24.541130661964417
