,MTprime,MPhi,Limit (fb)
0,1000.0,100.0,17.519510173478356
1,1000.0,125.0,9.48258433181213
2,1000.0,200.0,84.15105183474245
3,1000.0,450.0,2107.573653108458
4,1000.0,500.0,2562.1857201174375
5,1000.0,75.0,20.502747682186868
6,1100.0,100.0,17.49124829893861
7,1100.0,175.0,39.15913922366866
8,1100.0,200.0,32.502353997616254
9,1100.0,450.0,963.0035357540525
10,1200.0,175.0,19.160572614233224
11,1200.0,200.0,17.879210194432517
12,1200.0,250.0,38.337055691329766
13,1200.0,450.0,1471.310773755776
14,1200.0,75.0,6.682344696217904
15,1300.0,125.0,9.786940437455794
16,1300.0,175.0,10.118737980201846
17,1300.0,250.0,14.565372379030569
18,1300.0,350.0,499.63949145041556
19,1300.0,450.0,1022.3297226755265
20,1300.0,75.0,4.967448964248292
21,1400.0,125.0,8.089349133659336
22,1400.0,175.0,8.016425378726046
23,1400.0,200.0,8.655716982761476
24,1400.0,250.0,10.054611254173928
25,1400.0,350.0,312.1827769763902
26,1400.0,450.0,774.9010555502161
27,1400.0,75.0,4.54258956134868
28,1500.0,100.0,8.586579280897228
29,1500.0,125.0,6.23011698867715
30,1500.0,175.0,8.895135287012435
31,1500.0,200.0,7.669998404113443
32,1500.0,250.0,6.397219739444946
33,1500.0,500.0,770.0838035048625
34,1500.0,75.0,5.169925645201404
35,1600.0,100.0,7.730050169727677
36,1600.0,125.0,5.150526484946471
37,1600.0,200.0,6.713082785160345
38,1600.0,250.0,4.153139644008754
39,1600.0,350.0,64.16077355116262
40,1600.0,450.0,505.40266058676207
41,1600.0,75.0,4.774558060159552
42,1700.0,100.0,6.616512028272615
43,1700.0,200.0,6.77888308043334
44,1700.0,250.0,3.501883390262006
45,1700.0,350.0,30.536662052611877
46,1700.0,500.0,472.37987066477586
47,1700.0,75.0,5.0482932681144765
48,1800.0,100.0,4.650723226781002
49,1800.0,125.0,4.115196121995353
50,1800.0,450.0,220.70387549376358
51,1800.0,500.0,310.76552379059535
52,1800.0,75.0,3.477640898113863
53,1900.0,100.0,4.370696251264949
54,1900.0,125.0,3.6473154289151966
55,1900.0,175.0,4.665584550948006
56,1900.0,250.0,1.9348777527900451
57,1900.0,350.0,13.886847027479874
58,1900.0,450.0,218.35267377004232
59,1900.0,500.0,398.68201712099113
60,1900.0,75.0,3.243216224605916
61,2000.0,100.0,4.680908282938816
62,2000.0,175.0,4.789254390524996
63,2000.0,250.0,1.8952534802002479
64,2000.0,350.0,9.65320849807913
65,2000.0,450.0,206.94449965566193
66,2000.0,500.0,255.27334895555657
67,2400.0,125.0,2.9079386755857746
68,2400.0,175.0,2.811702662443627
69,2400.0,200.0,2.7549069291950645
70,2400.0,450.0,31.54688380895667
71,2800.0,100.0,2.169422756146443
72,2800.0,125.0,2.8940188909581877
73,2800.0,500.0,29.274289172671402
74,2900.0,100.0,2.1772606582286267
75,2900.0,125.0,2.957241450128257
76,2900.0,175.0,2.741153647641539
77,2900.0,250.0,1.2677056280774066
78,2900.0,350.0,1.9002248090822356
79,2900.0,450.0,15.600665894586685
80,2900.0,500.0,26.023905529103203
81,2900.0,75.0,4.922128671037326
82,3000.0,100.0,2.1980301087217495
83,3000.0,125.0,2.9413057851247
84,3000.0,175.0,2.812620680515767
85,3000.0,200.0,2.6529228687286377
86,3000.0,250.0,1.25748390197501
87,3000.0,350.0,1.7480876497818252
88,3000.0,450.0,14.45031126094494
89,3000.0,500.0,23.7906232513582
90,3000.0,75.0,3.233805666587153
91,800.0,100.0,154.15295483298047
92,800.0,125.0,199.47009473522292
93,800.0,175.0,830.7556427682192
94,800.0,200.0,1648.9213721495514
95,800.0,250.0,2995.254895436365
96,800.0,350.0,9043.97390071459
97,800.0,450.0,6320.7660219637155
98,800.0,500.0,8053.781221602791
99,800.0,75.0,246.34568129516325
100,900.0,100.0,20.5567773116161
101,900.0,125.0,15.273939569617093
102,900.0,175.0,135.92486871184394
103,900.0,200.0,320.3971861887531
104,900.0,350.0,2239.539699465428
105,900.0,450.0,3290.8217915370465
106,900.0,500.0,5821.027528355388
107,900.0,75.0,41.63957232210481
