,MTprime,MPhi,Limit (fb)
0,1600.0,350.0,64.16077355116262
1,1600.0,125.0,5.150526484946471
2,900.0,75.0,41.63957232210481
3,1000.0,200.0,84.15105183474245
4,1000.0,75.0,20.502747682186868
5,1200.0,200.0,17.879210194432517
6,1800.0,450.0,220.70387549376358
7,1300.0,125.0,9.786940437455794
8,1300.0,250.0,14.565372379030569
9,1300.0,75.0,4.967448964248292
10,1400.0,200.0,8.655716982761476
11,1400.0,450.0,774.9010555502161
12,1500.0,250.0,6.397219739444946
13,1700.0,75.0,5.0482932681144765
14,1800.0,500.0,310.76552379059535
15,1800.0,125.0,4.115196121995353
16,1000.0,125.0,9.48258433181213
17,1800.0,75.0,3.477640898113863
18,1100.0,200.0,32.502353997616254
19,1100.0,450.0,963.0035357540525
20,1900.0,100.0,4.370696251264949
21,1200.0,450.0,1471.310773755776
22,1900.0,125.0,3.6473154289151966
23,1400.0,250.0,10.054611254173928
24,1400.0,75.0,4.54258956134868
25,1500.0,175.0,8.895135287012435
26,1700.0,350.0,30.536662052611877
27,1600.0,250.0,4.153139644008754
28,1900.0,175.0,4.665584550948006
29,1000.0,450.0,2107.573653108458
30,1100.0,100.0,17.49124829893861
31,1100.0,175.0,39.15913922366866
32,1900.0,250.0,1.9348777527900451
33,1200.0,175.0,19.160572614233224
34,1200.0,250.0,38.337055691329766
35,1200.0,75.0,6.682344696217904
36,1900.0,350.0,13.886847027479874
37,1300.0,450.0,1022.3297226755265
38,1400.0,125.0,8.089349133659336
39,1900.0,450.0,218.35267377004232
40,1500.0,125.0,6.23011698867715
41,1500.0,75.0,5.169925645201404
42,1800.0,100.0,4.650723226781002
43,1500.0,200.0,7.669998404113443
44,1300.0,175.0,10.118737980201846
45,1300.0,350.0,499.63949145041556
46,1400.0,175.0,8.016425378726046
47,1400.0,350.0,312.1827769763902
48,1500.0,100.0,8.586579280897228
49,1600.0,100.0,7.730050169727677
50,1900.0,500.0,398.68201712099113
51,1500.0,500.0,770.0838035048625
52,1900.0,75.0,3.243216224605916
53,1600.0,200.0,6.713082785160345
54,2900.0,75.0,4.922128671037326
55,1000.0,100.0,17.519510173478356
56,1000.0,500.0,2562.1857201174375
57,1600.0,450.0,505.40266058676207
58,2000.0,100.0,4.680908282938816
59,1600.0,75.0,4.774558060159552
60,2000.0,175.0,4.789254390524996
61,1700.0,100.0,6.616512028272615
62,2000.0,250.0,1.8952534802002479
63,1700.0,200.0,6.77888308043334
64,2000.0,350.0,9.65320849807913
65,1700.0,250.0,3.501883390262006
66,1700.0,500.0,472.37987066477586
67,2000.0,450.0,206.94449965566193
68,2000.0,500.0,255.27334895555657
69,2400.0,125.0,2.9079386755857746
70,2400.0,175.0,2.811702662443627
71,2400.0,200.0,2.7549069291950645
72,2400.0,450.0,31.54688380895667
73,2800.0,100.0,2.169422756146443
74,2800.0,125.0,2.8940188909581877
75,2800.0,500.0,29.274289172671402
76,2900.0,100.0,2.1772606582286267
77,2900.0,125.0,2.957241450128257
78,2900.0,175.0,2.741153647641539
79,2900.0,250.0,1.2677056280774066
80,2900.0,350.0,1.9002248090822356
81,2900.0,450.0,15.600665894586685
82,2900.0,500.0,26.023905529103203
83,3000.0,100.0,2.1980301087217495
84,3000.0,125.0,2.9413057851247
85,3000.0,175.0,2.812620680515767
86,3000.0,200.0,2.6529228687286377
87,3000.0,250.0,1.25748390197501
88,3000.0,350.0,1.7480876497818252
89,3000.0,450.0,14.45031126094494
90,3000.0,500.0,23.7906232513582
91,3000.0,75.0,3.233805666587153
92,800.0,100.0,154.15295483298047
93,800.0,125.0,199.47009473522292
94,800.0,175.0,830.7556427682192
95,800.0,200.0,1648.9213721495514
96,800.0,250.0,2995.254895436365
97,800.0,350.0,9043.97390071459
98,800.0,450.0,6320.7660219637155
99,800.0,500.0,8053.781221602791
100,800.0,75.0,246.34568129516325
101,900.0,100.0,20.5567773116161
102,900.0,125.0,15.273939569617093
103,900.0,175.0,135.92486871184394
104,900.0,200.0,320.3971861887531
105,900.0,350.0,2239.539699465428
106,900.0,450.0,3290.8217915370465
107,900.0,500.0,5821.027528355388
