,MTprime,MPhi,Limit [fb]
61,2100.0,75.0,1.1249999701976776
62,1400.0,200.0,3.75
63,1500.0,250.0,2.2499999403953552
64,1800.0,100.0,1.875
65,1800.0,125.0,1.875
66,1800.0,175.0,2.2499999403953552
67,1000.0,250.0,217.49999523162842
68,1000.0,500.0,1837.5
69,1100.0,125.0,7.500000298023224
70,1100.0,250.0,75.0
71,1100.0,75.0,5.445098876953125
72,1200.0,200.0,7.500000298023224
73,1200.0,500.0,569.9999809265137
74,1300.0,200.0,5.624999850988388
75,1300.0,75.0,2.812499925494194
76,1400.0,350.0,134.25000190734863
77,1500.0,500.0,304.50000762939453
78,2200.0,75.0,1.1249999701976776
79,2900.0,500.0,14.624999761581421
80,2900.0,75.0,1.1249999701976776
81,3000.0,100.0,1.1249999701976776
82,3000.0,125.0,1.1249999701976776
83,3000.0,175.0,1.5000000596046448
84,3000.0,200.0,1.5000000596046448
85,3000.0,250.0,0.7500000298023224
86,3000.0,350.0,1.5000000596046448
87,3000.0,450.0,11.480712890625
88,3000.0,500.0,13.500000238418579
89,3000.0,75.0,1.1249999701976776
90,800.0,100.0,112.5
91,800.0,125.0,142.49999523162842
92,800.0,175.0,607.4999809265137
93,800.0,200.0,1132.4999809265137
94,800.0,250.0,1867.4999237060547
95,800.0,350.0,4440.000152587891
96,800.0,450.0,3322.4998474121094
97,800.0,500.0,3629.9999237060547
98,800.0,75.0,97.50000238418579
99,900.0,100.0,15.000000596046448
100,900.0,125.0,18.75
101,900.0,175.0,89.99999761581421
102,900.0,200.0,209.99999046325684
103,900.0,250.0,757.4999809265137
104,900.0,350.0,1050.0
105,900.0,450.0,1979.9999237060547
106,900.0,500.0,3172.5000381469727
107,900.0,75.0,16.875000298023224
108,1900.0,325.0,2.5
109,2000.0,300.0,1.875
110,2600.0,500.0,25.625
111,1000.0,150.0,12.5
112,2100.0,225.0,1.25
113,1100.0,225.0,12.5
114,1200.0,150.0,4.6875
115,1200.0,225.0,6.25
116,2100.0,275.0,1.25
117,1400.0,225.0,2.5
118,1500.0,150.0,2.5
119,1500.0,225.0,1.875
120,2100.0,300.0,1.875
121,1700.0,225.0,1.5625
122,1700.0,275.0,1.875
123,1700.0,300.0,3.75
124,2100.0,325.0,2.5
125,1800.0,275.0,1.5625
126,1800.0,300.0,2.5
127,1900.0,150.0,1.5625
128,1900.0,275.0,1.25
129,2200.0,150.0,0.9375
130,1800.0,325.0,3.75
131,2000.0,225.0,1.25
132,2200.0,225.0,1.25
133,2200.0,275.0,0.9375
134,2000.0,325.0,2.5
135,2000.0,150.0,1.25
136,2200.0,300.0,1.25
137,1100.0,150.0,9.375
138,2200.0,325.0,1.875
139,1300.0,150.0,4.6875
140,1300.0,225.0,3.90625
141,1400.0,150.0,3.75
142,1600.0,150.0,2.5
143,1600.0,225.0,1.875
144,1700.0,150.0,1.875
145,2300.0,225.0,0.9375
146,1700.0,325.0,5.0
147,1800.0,150.0,1.5625
148,1800.0,225.0,1.25
149,2300.0,275.0,0.9375
150,1900.0,225.0,1.25
151,1900.0,300.0,1.875
152,2000.0,275.0,1.25
153,2100.0,150.0,1.25
154,1900.0,175.0,2.2499999403953552
155,1900.0,250.0,1.1249999701976776
156,1900.0,450.0,105.0
157,2000.0,100.0,1.5000000596046448
158,2000.0,175.0,2.2499999403953552
159,2000.0,250.0,1.1249999701976776
160,2000.0,450.0,85.50000190734863
161,2100.0,100.0,1.5000000596046448
162,2100.0,175.0,1.875
163,2100.0,250.0,1.1249999701976776
164,2100.0,450.0,81.00000381469727
165,2200.0,100.0,1.1249999701976776
166,2200.0,175.0,1.875
167,2200.0,250.0,0.7500000298023224
168,2200.0,450.0,44.25000190734863
169,2300.0,100.0,1.1249999701976776
170,2300.0,175.0,1.1016540229320526
171,2300.0,250.0,0.7500000298023224
172,2300.0,450.0,17.625000476837158
173,2300.0,75.0,1.1249999701976776
174,2400.0,125.0,1.1249999701976776
175,2400.0,200.0,1.5000000596046448
176,2400.0,350.0,2.6249998807907104
177,2400.0,500.0,48.00000190734863
178,2500.0,100.0,1.1249999701976776
179,2500.0,175.0,1.6044922173023224
180,2500.0,250.0,0.7500000298023224
181,2500.0,450.0,19.315794706344604
182,2500.0,75.0,0.9372711181640625
183,2600.0,125.0,1.1249999701976776
184,2600.0,200.0,1.5000000596046448
185,2600.0,350.0,1.875
186,2700.0,100.0,1.1249999701976776
187,2700.0,175.0,1.5000000596046448
188,2700.0,250.0,0.7500000298023224
189,2700.0,75.0,1.1249999701976776
190,2800.0,125.0,1.1249999701976776
191,2800.0,200.0,1.5000000596046448
192,2800.0,350.0,1.5000000596046448
193,2800.0,500.0,16.49999976158142
194,2900.0,100.0,1.1249999701976776
195,2900.0,175.0,1.5000000596046448
196,2900.0,250.0,0.7500000298023224
197,2900.0,450.0,12.417846918106079
198,2300.0,150.0,1.25
199,1800.0,200.0,2.2499999403953552
200,1800.0,250.0,1.1249999701976776
201,1800.0,350.0,9.375
202,1800.0,450.0,115.50000190734863
203,1800.0,500.0,134.25000190734863
204,1900.0,100.0,1.5000000596046448
205,1900.0,125.0,1.875
206,1900.0,200.0,1.875
207,1900.0,350.0,6.3749998807907104
208,1900.0,500.0,145.50000190734863
209,2000.0,125.0,1.875
210,2000.0,200.0,1.875
211,2000.0,350.0,5.249999761581421
212,2000.0,500.0,111.75000190734863
213,2100.0,125.0,1.6187667846679688
214,2100.0,200.0,1.6875000298023224
215,2100.0,350.0,4.4999998807907104
216,2100.0,500.0,86.99999809265137
217,2200.0,125.0,1.3124999403953552
218,2200.0,200.0,1.5000000596046448
219,2200.0,350.0,3.3750000596046448
220,2200.0,500.0,100.50000190734863
221,2300.0,125.0,1.1249999701976776
222,2300.0,200.0,1.5000000596046448
223,2300.0,350.0,2.6249998807907104
224,2300.0,500.0,61.500000953674316
225,2400.0,100.0,1.1249999701976776
226,2400.0,175.0,1.5000000596046448
227,2400.0,250.0,0.7500000298023224
228,2400.0,75.0,1.1249999701976776
229,2500.0,125.0,1.1249999701976776
230,2500.0,200.0,1.5000000596046448
231,2500.0,350.0,2.2499999403953552
232,2500.0,500.0,36.74999952316284
233,2600.0,100.0,1.1249999701976776
234,2600.0,175.0,1.5000000596046448
235,2600.0,250.0,0.7500000298023224
236,2600.0,450.0,16.249237060546875
237,2600.0,75.0,1.1249999701976776
238,2700.0,125.0,1.1249999701976776
239,2700.0,200.0,1.5000000596046448
240,2700.0,350.0,1.875
241,2700.0,500.0,20.250000953674316
242,2800.0,100.0,1.1249999701976776
243,2800.0,175.0,1.5000000596046448
244,2800.0,250.0,0.7500000298023224
245,2800.0,450.0,12.938872575759888
246,2800.0,75.0,1.1249999701976776
247,2900.0,125.0,1.1249999701976776
248,2900.0,200.0,1.5000000596046448
249,2900.0,350.0,1.5000000596046448
250,2300.0,300.0,1.25
251,2300.0,325.0,1.875
252,2400.0,150.0,0.9375
253,2400.0,225.0,0.9375
254,2600.0,150.0,0.9375
255,2600.0,225.0,0.78125
256,2600.0,275.0,0.625
257,2600.0,300.0,0.9375
258,2600.0,325.0,1.25
259,2700.0,150.0,0.9375
260,2700.0,225.0,0.625
261,2800.0,225.0,0.78125
262,2800.0,275.0,0.625
263,2800.0,300.0,0.9375
264,2800.0,325.0,1.25
265,2900.0,150.0,0.9375
266,2900.0,225.0,0.78125
267,2900.0,275.0,0.625
268,2900.0,300.0,0.9375
269,2900.0,325.0,1.25
270,3000.0,150.0,0.9375
271,3000.0,225.0,0.625
272,3000.0,275.0,0.625
273,3000.0,300.0,0.9375
274,3000.0,325.0,0.9375
275,900.0,150.0,25.0
276,2500.0,150.0,1.25
277,2500.0,225.0,0.9375
278,2800.0,150.0,0.9375
279,2400.0,275.0,0.625
280,2400.0,300.0,0.9375
281,2400.0,325.0,1.5625
282,2500.0,275.0,0.9375
283,2500.0,300.0,1.25
284,2500.0,325.0,1.5625
285,2700.0,275.0,0.625
286,2700.0,300.0,0.9375
287,2700.0,325.0,1.25
