,MTprime,MPhi,limit_p1,limit_p2,limit_m1,limit_m2,exp,obs
3,1400.0,75.0,6.7959606647491455,11.100887060165405,3.374999761581421,2.2499999403953552,4.4999998807907104,4.8102398995008775
2,1400.0,100.0,10.59192180633545,14.41852331161499,4.500000178813934,3.0000001192092896,6.000000238418579,8.476452628202203
20,1400.0,125.0,10.193941593170166,16.651331186294556,5.062500238418579,3.3750000596046448,6.7500001192092896,8.585867124952403
141,1400.0,150.0,9.41330075263977,14.435714483261108,4.6875,3.75,7.5,4.3079957403644435
16,1400.0,175.0,14.563891887664795,19.825468063354492,6.187499761581421,4.124999940395355,8.24999988079071,8.363334255126022
62,1400.0,200.0,11.326601505279541,17.066502571105957,5.625,3.75,7.5,9.16093289482318
117,1400.0,225.0,7.551067471504211,12.334319353103638,3.75,2.5,4.999999999999999,7.109585587971489
59,1400.0,250.0,11.915911436080933,16.220837831497192,5.062500238418579,3.3750000596046448,6.7500001192092896,10.791559877415198
76,1400.0,350.0,473.9884948730469,730.8490753173828,201.37500762939453,134.25000190734863,268.50000381469727,323.4909577080154
35,1400.0,450.0,1173.0552673339844,1808.7493896484375,498.3749771118164,332.24998474121094,664.4999694824219,844.3855605457115
45,1400.0,500.0,1271.0305786132812,1959.8187255859375,540.0,360.0,720.0,885.3641578504061
4,1500.0,75.0,6.619951128959656,10.20738959312439,2.8125,1.875,3.75,5.520551837784804
21,1500.0,100.0,9.26793098449707,14.290344715118408,3.9374998211860657,2.6249998807907104,5.249999761581421,9.196397685353423
47,1500.0,125.0,9.061281085014343,14.801182746887207,4.500000178813934,3.0000001192092896,6.000000238418579,6.5765368512388624
118,1500.0,150.0,7.551067471504211,11.377668380737305,3.75,2.5,4.999999999999999,3.4943916551694003
57,1500.0,175.0,13.239902257919312,18.02315354347229,5.625,3.75,7.5,9.343202394926914
17,1500.0,200.0,10.59192180633545,15.375173091888428,4.500000178813934,3.0000001192092896,6.000000238418579,8.114443468861733
119,1500.0,225.0,6.619951128959656,10.20738959312439,2.8125,1.875,3.75,5.711681338918952
63,1500.0,250.0,7.943940758705139,10.813891887664795,3.374999761581421,2.2499999403953552,4.4999998807907104,6.861033940051717
55,1500.0,350.0,323.0535888671875,498.1205749511719,137.2499942779541,91.49999618530273,182.99999237060547,228.35868837678674
60,1500.0,450.0,916.2012481689453,1412.7027893066406,389.2500305175781,259.50000762939453,519.0000152587891,765.3473376733438
77,1500.0,500.0,1075.0800323486328,1657.6800537109375,456.7500305175781,304.50000762939453,609.0000152587891,841.8560002653351
12,1600.0,75.0,5.295960903167725,8.6442369222641,2.250000089406967,1.5000000596046448,3.0000001192092896,5.113116652924205
36,1600.0,100.0,7.943940758705139,12.248866558074951,3.374999761581421,2.2499999403953552,4.4999998807907104,8.292610122468364
46,1600.0,125.0,7.9286205768585205,11.94655179977417,3.9374998211860657,2.6249998807907104,5.249999761581421,5.438830669129135
142,1600.0,150.0,7.551067471504211,13.290969133377075,3.75,2.5,4.999999999999999,3.0200894200687194
1,1600.0,175.0,10.59192180633545,16.33182406425476,4.500000178813934,3.0000001192092896,6.000000238418579,7.149917946191742
22,1600.0,200.0,7.9286205768585205,12.951034307479858,3.9374998211860657,2.6249998807907104,5.249999761581421,7.130430654980531
143,1600.0,225.0,5.6633007526397705,9.250739216804504,2.8125,1.875,3.75,4.6690218144634485
48,1600.0,250.0,5.6633007526397705,7.8157639503479,2.8125,1.875,3.75,4.428535716567135
58,1600.0,350.0,116.51113510131836,158.60374450683594,49.49999809265137,32.99999952316284,65.99999904632568,65.77109536656405
0,1600.0,450.0,728.194580078125,1122.8128051757812,309.375,206.25,412.5,548.5978093912865
8,1600.0,500.0,905.6092834472656,1396.370849609375,384.74998474121094,256.49999618530273,512.9999923706055,664.4058698348554
56,1700.0,75.0,5.295960903167725,8.6442369222641,2.250000089406967,1.5000000596046448,3.0000001192092896,5.4109630843446315
15,1700.0,100.0,6.7959606647491455,11.100887060165405,3.374999761581421,2.2499999403953552,4.4999998807907104,7.110532981979699
18,1700.0,125.0,7.9286205768585205,11.94655179977417,3.9374998211860657,2.6249998807907104,5.249999761581421,6.064287065817425
144,1700.0,150.0,6.619951128959656,10.20738959312439,2.8125,1.875,3.75,3.711307533396624
19,1700.0,175.0,10.59192180633545,16.33182406425476,4.500000178813934,3.0000001192092896,6.000000238418579,6.259634636738786
23,1700.0,200.0,9.26793098449707,12.616206407546997,3.9374998211860657,2.6249998807907104,5.249999761581421,7.218785040585292
121,1700.0,225.0,4.719417095184326,7.111042737960815,2.34375,1.5625,3.125,3.610675698106582
29,1700.0,250.0,5.295960903167725,8.16591203212738,2.250000089406967,1.5000000596046448,3.0000001192092896,3.7180057984886723
122,1700.0,275.0,6.619951128959656,10.20738959312439,2.8125,1.875,3.75,4.908622764539918
123,1700.0,300.0,9.41330075263977,14.435714483261108,5.625,3.75,7.5,6.295221541653025
146,1700.0,325.0,17.653201818466187,27.21970558166504,7.5,5.0,9.999999999999998,8.85286541961666
38,1700.0,350.0,59.62552070617676,86.7465591430664,23.625001907348633,15.750000476837158,31.500000953674316,31.60189205159832
42,1700.0,450.0,593.1475830078125,914.5820617675781,251.9999885559082,167.99999237060547,335.99998474121094,378.5300437807208
54,1700.0,500.0,667.2910308837891,1028.904800415039,283.49998474121094,188.99999618530273,377.99999237060547,509.85278374271627
5,1800.0,75.0,3.9719703793525696,6.662549376487732,1.6874998807907104,1.1249999701976776,2.2499999403953552,3.701351899168927
64,1800.0,100.0,5.6633007526397705,8.533251285552979,2.8125,1.875,3.75,4.956844267768632
65,1800.0,125.0,6.619951128959656,10.20738959312439,2.8125,1.875,3.75,4.380370463865865
147,1800.0,150.0,4.719417095184326,7.708949446678162,2.34375,1.5625,3.125,4.185359401536937
