,MTprime,MPhi,Limit [fb]
53,1300.0,350.0,566.8425493295274
54,1700.0,500.0,509.85278374271627
55,1500.0,350.0,228.35868837678674
56,1700.0,75.0,5.4109630843446315
57,1500.0,175.0,9.343202394926914
58,1600.0,350.0,65.77109536656405
59,1400.0,250.0,10.791559877415198
60,1500.0,450.0,765.3473376733438
61,2100.0,75.0,1.800502485241684
62,1400.0,200.0,9.16093289482318
63,1500.0,250.0,6.861033940051717
64,1800.0,100.0,4.956844267768632
65,1800.0,125.0,4.380370463865865
66,1800.0,175.0,4.881994496540904
67,1000.0,250.0,526.9568943933767
68,1000.0,500.0,2772.4349087947608
69,1100.0,125.0,12.021861210322136
70,1100.0,250.0,162.95337627760102
71,1100.0,75.0,12.261565738503732
72,1200.0,200.0,19.050145718549228
73,1200.0,500.0,1287.4671899086902
74,1300.0,200.0,14.32950889040307
75,1300.0,75.0,5.236393442238605
76,1400.0,350.0,323.4909577080154
77,1500.0,500.0,841.8560002653351
78,2200.0,75.0,2.4372223205508057
79,2900.0,500.0,33.24927802044833
80,2900.0,75.0,2.3
81,3000.0,100.0,2.1537924475809134
82,3000.0,125.0,3.1840559851920833
83,3000.0,175.0,2.9844760755780415
84,3000.0,200.0,2.8774446785399865
85,3000.0,250.0,1.3567244796659372
86,3000.0,350.0,1.8372310464170007
87,3000.0,450.0,16.643673670785525
88,3000.0,500.0,30.60680720041418
89,3000.0,75.0,3.1535621065414836
90,800.0,100.0,159.17065170424004
91,800.0,125.0,208.01793662454017
92,800.0,175.0,883.8968486049984
93,800.0,200.0,1761.3876187459532
94,800.0,250.0,3184.0235189205728
95,800.0,350.0,9832.55890060929
96,800.0,450.0,6560.795875991557
97,800.0,500.0,8373.203879481538
98,800.0,75.0,257.87105395094625
99,900.0,100.0,21.26893409268334
100,900.0,125.0,15.691012741650697
101,900.0,175.0,143.08410128361317
102,900.0,200.0,337.37090443995965
103,900.0,250.0,1419.2086725448403
104,900.0,350.0,2408.5805935106196
105,900.0,450.0,3463.280618351162
106,900.0,500.0,5990.615641465461
107,900.0,75.0,43.87860002386949
108,1900.0,325.0,4.0942087986579265
109,2000.0,300.0,2.363339497825635
110,2600.0,500.0,58.690307581148595
111,1000.0,150.0,21.49610633425424
112,2100.0,225.0,2.301556808233878
113,1100.0,225.0,27.835295477833927
114,1200.0,150.0,6.4553725074521475
115,1200.0,225.0,13.77118843755209
116,2100.0,275.0,1.5463334011078256
117,1400.0,225.0,7.109585587971489
118,1500.0,150.0,3.4943916551694003
119,1500.0,225.0,5.711681338918952
120,2100.0,300.0,1.788165262915547
121,1700.0,225.0,3.610675698106582
122,1700.0,275.0,4.908622764539918
123,1700.0,300.0,6.295221541653025
124,2100.0,325.0,2.438133813372774
125,1800.0,275.0,2.9862118363565493
126,1800.0,300.0,4.161485594589286
127,1900.0,150.0,4.65194161862873
128,1900.0,275.0,2.0409503863412155
129,2200.0,150.0,2.350640481381442
130,1800.0,325.0,5.636918777620901
131,2000.0,225.0,2.5003516930354657
132,2200.0,225.0,2.3492959762846843
133,2200.0,275.0,1.1549066615008805
134,2000.0,325.0,3.253638936321794
135,2000.0,150.0,3.837771471134362
136,2200.0,300.0,1.3166010680818552
137,1100.0,150.0,27.732255976164556
138,2200.0,325.0,1.9869706375102114
139,1300.0,150.0,4.510162462362049
140,1300.0,225.0,8.821261161288813
141,1400.0,150.0,4.3079957403644435
142,1600.0,150.0,3.0200894200687194
143,1600.0,225.0,4.6690218144634485
144,1700.0,150.0,3.711307533396624
145,2300.0,225.0,1.791647558964635
146,1700.0,325.0,8.85286541961666
147,1800.0,150.0,4.185359401536937
148,1800.0,225.0,2.5920474039619905
149,2300.0,275.0,1.035820526417197
150,1900.0,225.0,2.2661864541545067
151,1900.0,300.0,2.974591063344918
152,2000.0,275.0,1.9551603935591244
153,2100.0,150.0,2.794709533497808
154,1900.0,175.0,4.915655642041093
155,1900.0,250.0,2.0450301880015904
156,1900.0,450.0,227.97088513033896
157,2000.0,100.0,5.003768043847975
158,2000.0,175.0,5.027942314074236
159,2000.0,250.0,2.0016184593719313
160,2000.0,450.0,216.09185357701537
161,2100.0,100.0,3.437937043862468
162,2100.0,175.0,3.8702369170417894
163,2100.0,250.0,1.7953837572029772
164,2100.0,450.0,185.80844818787867
165,2200.0,100.0,2.6286327838284445
166,2200.0,175.0,3.2472607634214334
167,2200.0,250.0,1.5732317654260688
168,2200.0,450.0,94.31453624262177
169,2300.0,100.0,2.323641531095727
170,2300.0,175.0,2.605127071358753
171,2300.0,250.0,1.4609626138110356
172,2300.0,450.0,40.73442923583889
173,2300.0,75.0,2.3197906375114656
174,2400.0,125.0,3.1348646284559596
175,2400.0,200.0,2.9441906927335157
176,2400.0,350.0,3.0389804339362154
177,2400.0,500.0,106.02528200350945
178,2500.0,100.0,2.2243365900462475
179,2500.0,175.0,2.903220135646759
180,2500.0,250.0,1.3771665114974774
181,2500.0,450.0,27.72427189887756
182,2500.0,75.0,2.3328983747174963
183,2600.0,125.0,3.0678146545845024
184,2600.0,200.0,2.8196915003562233
185,2600.0,350.0,2.347098594807432
186,2700.0,100.0,1.8397840874386104
187,2700.0,175.0,2.9109256727142534
188,2700.0,250.0,1.3699794584221299
189,2700.0,75.0,2.4415562576704914
190,2800.0,125.0,3.138698054162737
191,2800.0,200.0,2.862461531382763
192,2800.0,350.0,2.0214166158070137
193,2800.0,500.0,37.24558873149011
194,2900.0,100.0,1.9716492442632911
195,2900.0,175.0,2.9126840498130813
196,2900.0,250.0,1.3605139214203412
197,2900.0,450.0,17.95781603790578
198,2300.0,150.0,3.065657202774722
199,1800.0,200.0,5.252565302967175
200,1800.0,250.0,2.4516476166752548
201,1800.0,350.0,20.600257529965344
202,1800.0,450.0,231.23926633659585
203,1800.0,500.0,326.8019316773876
204,1900.0,100.0,4.6542207625350365
205,1900.0,125.0,3.8804739564669744
206,1900.0,200.0,5.036315625872762
207,1900.0,350.0,14.471357167779491
208,1900.0,500.0,420.2610705500476
209,2000.0,125.0,3.9879911433578705
210,2000.0,200.0,4.813134199386079
